descriptions,General,User,javot
,General,DateTime,7/17/2026 10:46:33 AM
,General,Origin,"Software revision: outputs_asymmetricspring.sdf, outputs_asymmetricspring.rta\nVariable description: outputs_asymmetricspring.sdf\n    Platform / Device: Platform [DS1202 MicroLabBox, assigned to 'ds1202']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,20.59755245
,Measurement,StartTimestamp,0.6750186704
,Measurement,StopTimestamp,21.27257112
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,20598
trace_types,4,4,4,4,4
trace_names,,Out1,Out1,Out1,Out1
trace_units,,,,,
devices,Platform,Platform,Platform,Platform,Platform
raster,HostService,HostService,HostService,HostService,HostService
description,,,,,
displayidentifier,,,,,
path,,Model Root/Divide,Model Root/Subsystem2/curr2torque,Model Root/Subsystem2/Shift,Model Root/Subsystem2/Shift1
flags,,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity
,6.7471810381958006,262.144775390625,0.14772829164294238,0.0081361677750449724,-0.089894543358275555
,6.7481817460693359,262.100830078125,0.12889874023681749,0.0061962753409873315,-0.07851300365276552
,6.7491817339111329,262.0623779296875,0.11242288275645819,0.0047146588670313894,-0.068528391807528954
,6.7501810017333987,262.034912109375,0.10065441312763014,0.0037798473486178237,-0.061383579757338373
,6.7511817896118167,262.001953125,0.086532249573036471,0.0027940621025834902,-0.052797324563824334
,6.7521818974609378,261.9635009765625,0.070056392092677194,0.0018316619618946248,-0.042765247935488526
,6.7531812052856441,261.925048828125,0.053580534612317911,0.0010715660028371072,-0.032720164774651318
,6.7541818731445309,261.89208984375,0.039458371057724241,0.0005811906951169012,-0.024102058394858749
,6.7551813009765622,261.8646240234375,0.027689901428896185,0.00028622299464059432,-0.01691610847917176
,6.7561819288452147,261.8316650390625,0.013567737874302519,6.8721453297972937e-05,-0.0082896029929974899
,6.7571819566894531,261.7877197265625,-0.0052618135318223732,1.0336001872354907e-05,0.0032149514529711742
,6.7581818645385745,261.7437744140625,-0.024091364937947262,0.00021666539345393041,0.014718229310065421
,6.7591812123657231,261.7108154296875,-0.038213528492540935,0.00054510133007439434,0.023342101979920354
,6.7601820002319339,261.683349609375,-0.049981998121368991,0.00093248561317691412,0.030524761155973534
,6.7611819880737309,261.650390625,-0.064104161675962654,0.0015337120253717648,0.039137603001196813
,6.7621820559204098,261.6119384765625,-0.080580019156321944,0.0024230461287370053,0.04917473105133776
,6.7631819637695312,261.5789794921875,-0.094702182710915614,0.0033462626445281119,0.057766194161615464
,6.7641814316040039,261.5460205078125,-0.10882434626550928,0.0044178858891572147,0.066344745113238859
,6.7651820994628906,261.5185546875,-0.12059281589433733,0.0054241570156960493,0.073482288114356184
,6.7661816873046874,261.485595703125,-0.13471497944893102,0.0067674287443127432,0.082032178674791012
,6.7671815151489261,261.4471435546875,-0.15119083692929031,0.0085214892961268073,0.091983723853214752
,6.7681822630126955,261.4031982421875,-0.17002038833541516,0.010772165753792877,0.10332243403074058
,6.7691822508544925,261.3702392578125,-0.18414255189000883,0.012632057028758484,0.11179972531045641
,6.7701822387084958,261.3427734375,-0.19591102151883691,0.014294288161293002,0.1188450863252907
,6.7711815865356444,261.309814453125,-0.21003318507343058,0.016423494173238601,0.12727501167894759
,6.7721824144042966,261.27685546875,-0.22415534862802422,0.018699158030485139,0.13567640440361306
,6.7731824022460936,261.243896484375,-0.23827751218261792,0.021120940374667205,0.1440473654323991
,6.7741817100708008,261.2054443359375,-0.25475336966297718,0.024130547522960465,0.15377249605893856
,6.7751818579223633,261.177978515625,-0.26652183929180523,0.026401393822872425,0.1606904152674678
,6.7761824857910158,261.1505126953125,-0.27829030892063328,0.028772913705903024,0.16758326128734041
,6.7771818736206058,261.123046875,-0.29005877854946138,0.031244861370419236,0.17444994446120496
,6.7781825414794925,261.0791015625,-0.30888832995558624,0.03540822387534872,0.18537950554708635
,6.7791820493164066,261.0406494140625,-0.32536418743594553,0.039260656228704505,0.19488215475907031
,6.780181837158203,261.0076904296875,-0.3394863509905392,0.042717741222684846,0.20297981827271935
,6.7811825450195311,260.980224609375,-0.35125482061936725,0.045707547109016852,0.20969298052395779
,6.7821820528564452,260.9527587890625,-0.3630232902481953,0.048796024100338446,0.21637327807248238
,6.7831823607177739,260.9197998046875,-0.37714545380278897,0.052631990145402693,0.22434474552301178
,6.7841826285644533,260.88134765625,-0.39362131128314826,0.057285514494228418,0.23358056560920887
,6.7851826164184574,260.848388671875,-0.40774347483774193,0.061426336394019725,0.2414398299036333
,6.7861826842651372,260.8209228515625,-0.41951194446657003,0.064983789917882256,0.2479475170540569
,6.7871819920898435,260.79345703125,-0.43128041409539802,0.068637911845556052,0.25441616832870656
,6.7881828199584957,260.7659912109375,-0.44304888372422607,0.072388322153794954,0.26084473070217928
,6.7891822077880857,260.7220458984375,-0.46187843513035104,0.078588280843971778,0.27104442721231597
,6.7901828756591796,260.68359375,-0.47835429261071022,0.084213331206254613,0.27987940668970185
,6.7911821034790041,260.650634765625,-0.49247645616530394,0.089182527068235901,0.28738330033618142
,6.7921829313476563,260.628662109375,-0.50189123186836637,0.092570690482333559,0.29234960084600803
,6.793182879199219,260.6011962890625,-0.51365970149719453,0.096890284890308029,0.29851571671866978
,6.7941823070190432,260.562744140625,-0.53013555897755371,0.10309443564390672,0.30706848834314182
,6.7951823348754887,260.52978515625,-0.54425772253214733,0.10855693732652723,0.31432343152963904
,6.7961829627319332,260.496826171875,-0.55837988608674105,0.11415210404117176,0.32150636288048567
,6.7971824305664059,260.474853515625,-0.56779466178980353,0.11795550338491188,0.32625411390340542
,6.7981830984374998,260.4473876953125,-0.57956313141863158,0.12279175528091048,0.33214191773205387
,6.7991830862792968,260.4144287109375,-0.5936852949732252,0.12871485983010084,0.33913719469550035
,6.8001823541015627,260.3759765625,-0.61016115245358449,0.13578892548980934,0.34719953723408636
,6.8011832219726562,260.3375244140625,-0.62663700993394378,0.14303798377316773,0.35515287409963192
,6.8021824098022465,260.3045654296875,-0.6407591734885375,0.14938961574050166,0.36188121143537971
,6.8031826376586917,260.2825927734375,-0.65017394919159999,0.15369438358770107,0.3663203390499466
,6.8041832255126957,260.255126953125,-0.66194241882042792,0.15915397615423013,0.37181613787348355
,6.805183213366699,260.22216796875,-0.67606458237502165,0.16582005844702694,0.37833192269663274
,6.8061825611938476,260.1837158203125,-0.69254043985538094,0.1737538490705639,0.3858224057262335
,6.8071825890380859,260.15625,-0.70430890948420899,0.17952330150885681,0.39109801138755362
,6.8081827368896484,260.1287841796875,-0.71607737911303704,0.18537745074624129,0.39631025738053677
,6.8091826447387698,260.101318359375,-0.72784584874186509,0.19131568148652883,0.40145819957668094
,6.8101834326049806,260.0738525390625,-0.73961431837069314,0.197337369243341,0.40654089943751565
,6.8111831804443357,260.035400390625,-0.75609017585105232,0.20590673173091237,0.4135452970382148
,6.8121834082885746,259.991455078125,-0.77491972725717717,0.21589679292408973,0.42138824522012952
,6.8131835161376957,259.95849609375,-0.7890418908117709,0.22352534497643456,0.42715484422986016
,6.8141828239746092,259.9365234375,-0.79845666651483338,0.2286751691357361,0.43094331662747237
,6.815183011828613,259.9090576171875,-0.81022513614366132,0.23518397635427854,0.43561517665240995
,6.8161833996826173,259.8760986328125,-0.82434729969825504,0.24309854276322579,0.44112675397137291
,6.8171830275146483,259.8431396484375,-0.83846946325284877,0.25112542293172613,0.44653361927481561
,6.8181835753784181,259.8101806640625,-0.85259162680744249,0.25926339425715395,0.45183424740619266
,6.8191830432128908,259.78271484375,-0.86436009643627043,0.26612900387862387,0.45616919301668019
,6.8201837110717776,259.7552490234375,-0.87612856606509848,0.27307017161847624,0.46042844498659063
,6.821182898901367,259.727783203125,-0.88789703569392664,0.28008616160289884,0.46461114220625843
,6.8221834867675781,259.69482421875,-0.90201919924852036,0.2886030663223263,0.46952812404548694
,6.8231831145996091,259.6563720703125,-0.91849505672887943,0.29867253815958605,0.4751217668360761
,6.8241837424682616,259.617919921875,-0.93497091420923872,0.30888333138729585,0.48055939699756967
,6.8251831302978516,259.5904541015625,-0.94673938383806677,0.31626210018901563,0.48434664050290049
,6.8261838781616211,259.56298828125,-0.95850785346689493,0.32371110024338684,0.48805230567839658
,6.8271838660034181,259.5355224609375,-0.97027632309572309,0.33122953765247221,0.49167557981581927
,6.8281838538574222,259.5025634765625,-0.9843984866503166,0.34034219015227518,0.49591361898847663
,6.8291831216796872,259.4696044921875,-0.99852065020491032,0.34955227630222596,0.50003047751732799
,6.8301839495483403,259.4366455078125,-1.012642813759504,0.35885837878693699,0.50402479267417177
,6.8311839373901364,259.4146728515625,-1.0220575894625665,0.36511508225536604,0.50661892384212848
,6.8321833652221677,259.38720703125,-1.0338260590913944,0.37299442285059031,0.50978355374754381
,6.833184073095703,259.3597412109375,-1.0455945287202226,0.38093793203992055,0.51286076524884294
,6.8341833009155275,259.3212890625,-1.0620703862005818,0.39216502464332609,0.51702055744214781
,6.8351834487670899,259.27734375,-1.0808999376067068,0.40514491420070425,0.52156035217134655
,6.8361841166259767,259.2498779296875,-1.0926684072355348,0.41333650323640647,0.52428039191220177
,6.8371833844604488,259.2279052734375,-1.1020831829385971,0.4199328975224208,0.52639084597334818
,6.8381842523315433,259.200439453125,-1.1138516525674254,0.42823154799260899,0.52894633744403052
,6.8391837201660159,259.16748046875,-1.127973816122019,0.4382667109001423,0.53189087720684569
,6.8401842680175777,259.134521484375,-1.1420959796766126,0.44838416252993707,0.53470112530468494
,6.8411841758666991,259.1015625,-1.1562181432312062,0.4585823282865244,0.53737588444861262
,6.8421837237060545,259.0740966796875,-1.1679866128600342,0.46714131034981854,0.53950050000647842
,6.8431836715454102,259.0521240234375,-1.1774013885630967,0.47402743583160778,0.5411314047015372
,6.8441843394165041,259.024658203125,-1.1891698581919248,0.48268298343291915,0.5430834913460193
,6.8451844072631838,258.99169921875,-1.2032920217465184,0.49313863932433333,0.54529819574070448
,6.846183715087891,258.9532470703125,-1.2197678792268778,0.50542996984965649,0.54770439338024524
,6.8471837429321285,258.914794921875,-1.236243736707237,0.51781902685867554,0.54991763775911251
,6.8481844907958989,258.892822265625,-1.2456585124102995,0.52494134767303313,0.55109505471226272
,6.8491844786499021,258.8653564453125,-1.2574269820391275,0.53388715031978162,0.55247695566202559
,6.8501837864746093,258.8433837890625,-1.26684175774219,0.54107750390402964,0.5535102008418471
,6.8511837743164063,258.8104248046875,-1.2809639212967838,0.55191804015774004,0.55493888987648321
,6.8521847221923826,258.7774658203125,-1.2950860848513774,0.56282306321702202,0.55622125801248923
,6.8531840300170899,258.75,-1.3068545544802053,0.57195860131714171,0.55717740135584848
,6.8541846578857424,258.7225341796875,-1.3186230241090335,0.58113672332055244,0.5580306662222404
,6.8551839257080083,258.7005615234375,-1.3280377998120958,0.58850920347732394,0.55863882828474654
,6.8561847535766605,258.673095703125,-1.3398062694409238,0.59776142986988656,0.559305504257393
,6.8571847814331059,258.6456298828125,-1.3515747390697521,0.60705340024752896,0.5598677540759065
,6.858184049255371,258.607177734375,-1.3680505965501113,0.62012697563020625,0.56047845077955949
,6.859184157104492,258.5687255859375,-1.3845264540304707,0.63327360735919191,0.5608819872922377
,6.8601849449707029,258.541259765625,-1.3962949236592987,0.64270720753780697,0.56104261720835003
,6.8611848528198243,258.5247802734375,-1.4033560054365954,0.64838412559106684,0.56108771040423211
,6.8621842006469729,258.497314453125,-1.4151244750654235,0.65787285731325507,0.56107705026220689
,6.863184308496094,258.4698486328125,-1.4268929446942515,0.66739467663591501,0.56095870216916743
,6.8641849763549807,258.4423828125,-1.4386614143230796,0.67694852377835457,0.56073219178316214
,6.8651850842163089,258.409423828125,-1.4527835778776734,0.68845391737121153,0.56031695154120464
,6.8661850720581059,258.3819580078125,-1.4645520475065015,0.69807447030098368,0.559850862227389
,6.8671850198974607,258.3599853515625,-1.4739668232095637,0.70579155838495244,0.55939908901652813
,6.8681850877441404,258.3380126953125,-1.4833815989126262,0.71352639925442773,0.55887693972731511
,6.8691847155883785,258.3160400390625,-1.4927963746156887,0.7212784379306072,0.5582841960283873
,6.8701852234497069,258.2830810546875,-1.5069185381702823,0.73293752309964366,0.55726224835706251
,6.8711846912841796,258.24462890625,-1.5233943956506417,0.74658459253540665,0.55586767442202345
,6.8721851591430667,258.211669921875,-1.5375165592052353,0.75831831359797652,0.55449814234146955
,6.8731852269897464,258.189697265625,-1.5469313349082976,0.76615837507132079,0.55349544820874419
,6.8741852548339848,258.167724609375,-1.5563461106113603,0.77401183946723151,0.55242079285679402
,6.8751847226684575,258.145751953125,-1.5657608863144226,0.78187813767842418,0.55127398979771491
,6.8761853105346677,258.1182861328125,-1.5775293559432506,0.79172818825149394,0.54973875090874691
,6.8771853383789061,258.0908203125,-1.5892978255720789,0.80159628114907666,0.54809014976730053
,6.8781853662231445,258.0633544921875,-1.6010662952009069,0.81148129388074597,0.54632784973165183
,6.8791853940673828,258.035888671875,-1.6128347648297348,0.82138210006356882,0.54445152445216727
,6.8801847418945314,258.013916015625,-1.6222495405327975,0.82931335693553276,0.54286815334011951
,6.8811847697509769,257.991943359375,-1.6316643162358597,0.83725341799924757,0.54121144659493525
,6.882185477612305,257.969970703125,-1.641079091938922,0.84520170139436135,0.5394812514497962
,6.8831855054565434,257.9425048828125,-1.6528475615677503,0.85514772950159001,0.53721493863929148
,6.8841854533081053,257.9095458984375,-1.6669697251223441,0.86709710976058185,0.5343430932112031
,6.8851852011474612,257.8765869140625,-1.6810918886769375,0.87906005177682767,0.53130469672279113
,6.8861855890014647,257.84912109375,-1.6928603583057658,0.88903809618557017,0.52864515279564117
,6.8871856168457031,257.8271484375,-1.702275134008828,0.89702554384020672,0.52643385541449605
,6.8881849246826174,257.8106689453125,-1.7093362157861249,0.90301866486946114,0.52472649999813359
,6.8891849125244145,257.783203125,-1.721104685414953,0.91301128748478,0.52178765287002304
,6.8901857003906253,257.7557373046875,-1.7328731550437813,0.92300801320505521,0.51873204813885088
,6.891184928222656,257.728271484375,-1.7446416246726089,0.93300767828168296,0.5155594771749229
,6.8921857960937505,257.706298828125,-1.7540564003756716,0.9410087428688465,0.51293707135256539
,6.8931858639404293,257.6788330078125,-1.7658248700044998,0.95101075735408813,0.50955346962268289
,6.894185811779785,257.662353515625,-1.7728859517817963,0.95701188099189738,0.50746692276416727
,6.8951858396240233,257.640380859375,-1.782300727484859,0.9650127543683954,0.50461900045067543
,6.8961851474609377,257.618408203125,-1.7917155031879215,0.97301236215469622,0.50169573379542642
,6.8971858153198244,257.5909423828125,-1.8034839728167495,0.98300917407737431,0.49793557801405747
,6.8981854031616212,257.5634765625,-1.8152524424455776,0.99300188796129818,0.49405743008418929
,6.8991853510009769,257.530517578125,-1.8293746060001712,1.0049860719778381,0.4892477163073008
,6.9001860188720707,257.5030517578125,-1.8411430756289993,1.0149656095055442,0.48510953251219469
,6.9011861267211918,257.4810791015625,-1.8505578513320615,1.0229436192604855,0.48171375699107166
,6.9021852745361327,257.464599609375,-1.8576189331093587,1.0289234491848496,0.47911717501979506
,6.9031853023925782,257.442626953125,-1.8670337088124209,1.0368911644118335,0.47558869434513101
,6.9041855302368162,257.420654296875,-1.8764484845154832,1.0448521596053875,0.47198432155080688
,6.905185478088379,257.398681640625,-1.8858632602185459,1.0528058248431644,0.46830401818738421
,6.9061861859497071,257.3712158203125,-1.8976317298473737,1.0627366683974031,0.46359681034291944
,6.9071862137939455,257.3492431640625,-1.9070465055504364,1.0706716078441021,0.4597455459801334
,6.9081854816284176,257.3272705078125,-1.9164612812534987,1.0785972307005864,0.45581825725536812
,6.9091856294799809,257.310791015625,-1.9235223630307956,1.0845349653912835,0.45282288797568127
,6.9101862573364254,257.288818359375,-1.9329371387338581,1.0924428100611798,0.4487625130317755
,6.9111862451904296,257.2723388671875,-1.939998220511155,1.0983665069217374,0.44566731371054025
,6.9121856730224609,257.244873046875,-1.9517666901399831,1.1082248788814475,0.44041355724081072
,6.9131857008666993,257.2174072265625,-1.9635351597688109,1.1180641408288428,0.43504093334694383
,6.914186368725586,257.18994140625,-1.9753036293976389,1.1278830920726184,0.42954944769884312
,6.915185756555176,257.1624755859375,-1.987072099026467,1.1376805310328664,0.42393911709458942
,6.916186784436035,257.14599609375,-1.9941331808037641,1.1435481683567406,0.42051588431195219
,6.9171856122436521,257.1240234375,-2.0035479565068264,1.1513585154933501,0.41588505004184761
,6.9181864401123043,257.113037109375,-2.0082553443583575,1.1552578717955857,0.41354112901928525
,6.9191865079711912,257.091064453125,-2.0176701200614198,1.1630445646780494,0.40879629563856873
,6.9201865358154295,257.069091796875,-2.0270848957644825,1.1708147175287589,0.40397549906711783
,6.9211859636474609,257.047119140625,-2.0364996714675447,1.1785677137111328,0.39907877362049232
,6.9221866315063476,257.025146484375,-2.0459144471706074,1.1863029364420246,0.39410615819693423
,6.9231865793579104,257.003173828125,-2.0553292228736701,1.1940197688240486,0.38905769628015574
,6.9241859671875003,256.981201171875,-2.0647439985767324,1.2017175938779385,0.3839334359419071
,6.9251859950317387,256.9647216796875,-2.0718050803540291,1.2074781179288494,0.3800405294810465
,6.9261866229003903,256.9482421875,-2.0788661621313258,1.2132273429625395,0.37610503984840532
,6.9271866907470701,256.9317626953125,-2.0859272439086229,1.2189650086644801,0.37212699240957464
,6.9281867585937498,256.915283203125,-2.0929883256859196,1.2246908547301274,0.36810641398412769
,6.9291867064331054,256.893310546875,-2.1024031013889819,1.2323064801750814,0.36267953251573176
,6.9301868542846679,256.8658447265625,-2.1141715710178102,1.2417948723754211,0.35578978280124296
,6.9311868821411133,256.8438720703125,-2.1235863467208724,1.2493599227595411,0.35019315761527758
